tag_type,tag
top_4,memoir
top_1,young adult
top_2,young adult
top_3,romance
top_4,mystery
top_5,contemporary
top_1,young adult
top_2,paranormal
top_3,fantasy
top_4,young adult
top_5,romance
top_1,fantasy
top_2,robin-hobb
top_4,fantasy
top_5,science fiction
top_1,fantasy
top_3,historical-fiction
top_4,arthurian
top_5,historical
top_2,southern-gothic
top_3,horror
top_4,cormac-mccarthy
top_5,literature
top_1,religious
top_2,lds
top_4,religión
top_5,church
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,classics
top_1,contemporary-fiction
top_2,adult
top_3,family
top_4,adult-fiction
top_5,audio
top_1,art
top_3,dr-seuss
top_5,children
top_1,historical-fiction
top_3,historical
top_4,philippa-gregory
top_5,romance
top_1,romantic-suspense
top_2,mystery
top_4,contemporary-romance
top_5,suspense
top_1,philosophy
top_2,fantasy
top_3,spirituality
top_4,inspirational
top_5,spirituality
top_2,chick-lit
top_3,dorothy-koomson
top_4,romance
top_5,contemporary
top_2,chick-lit
top_3,contemporary
top_4,romance
top_5,drama
top_1,plays
top_2,drama
top_3,historical-fiction
top_5,theatre
top_2,romance
top_3,young adult
top_4,contemporary
top_5,young adult
top_1,chick-lit
top_2,romance
top_4,chicklit
top_5,contemporary
top_2,science
top_3,psychology
top_4,neuroscience
top_1,young adult
top_2,romance
top_3,young adult
top_4,contemporary
top_5,sarah-dessen
top_1,business
top_3,business
top_4,startup
top_5,self-help
top_1,history
top_3,middle-east
top_4,politics
top_1,vampires
top_3,anne-rice
top_4,horror
top_5,vampire
top_2,self-help
top_3,relationships
top_5,christianity
top_1,parenting
top_3,christianity
top_5,relationships
top_3,biography
top_4,inspirational
top_5,philosophy
top_2,humor
top_3,essays
top_4,memoir
top_2,contemporary
top_3,family
top_4,music
top_5,school
top_1,history
top_3,biography
top_4,historical
top_5,historical-fiction
top_1,chick-lit
top_3,romance
top_4,humor
top_5,romantic-comedy
top_1,chick-lit
top_3,romance
top_4,emily-giffin
top_5,chicklit
top_1,classics
top_3,short-stories
top_4,classics
top_5,literature
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,tamora-pierce
top_1,fantasy
top_3,codex-alera
top_4,jim-butcher
top_5,fantasy
top_1,young adult
top_2,paranormal
top_3,young adult
top_4,urban-fantasy
top_5,supernatural
top_1,young adult
top_3,magic
top_4,children
top_5,young adult
top_1,mystery
top_2,crime
top_4,thriller
top_5,michael-connelly
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,paranormal
top_5,urban-fantasy
top_2,contemporary
top_3,humor
top_4,contemporary-fiction
top_5,nyc
top_1,food
top_4,food
top_5,memoir
top_1,romance
top_3,chick-lit
top_4,contemporary
top_5,adult
top_2,sports
top_3,football
top_4,mystery
top_5,general-fiction
top_1,philosophy
top_4,classics
top_5,existentialism
top_1,classics
top_2,plays
top_3,drama
top_5,school
top_1,fantasy
top_2,romance
top_4,fantasy
top_5,science fiction
top_1,true-crime
top_3,crime
top_5,ann-rule
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_1,classics
top_3,short-stories
top_4,fantasy
top_5,classics
top_1,historical-fiction
top_3,oprah-s-book-club
top_4,historical
top_5,oprah
top_1,fantasy
top_3,young adult
top_4,young adult
top_5,dystopian
top_1,graphic novels
top_2,comics
top_3,fantasy
top_4,graphic-novel
top_2,jeffrey-archer
top_3,thriller
top_4,mystery
top_5,suspense
top_1,fantasy
top_2,dragons
top_3,young adult
top_4,adventure
top_5,young adult
top_1,young adult
top_2,young adult
top_3,romance
top_4,chick-lit
top_1,teen
top_2,favorite-series
top_3,read-in-2013
top_4,favorite-books
top_5,favorite
top_1,food
top_2,food
top_3,food
top_5,food
top_1,mystery
top_2,agatha-christie
top_4,crime
top_5,mystery
top_1,manga
top_2,romance
top_3,mangas
top_4,graphic novels
top_5,manga-read
top_1,manga
top_2,vampires
top_3,graphic novels
top_4,romance
top_5,vampire
top_1,manga
top_2,graphic novels
top_3,fantasy
top_4,graphic novels
top_5,humor
top_2,memoir
top_4,psychology
top_5,memoirs
top_1,poetry
top_2,classics
top_3,classics
top_4,literature
top_2,animals
top_4,nature
top_5,science
top_1,young adult
top_2,young adult
top_3,sports
top_4,contemporary
top_5,realistic-fiction
top_3,politics
top_4,humor
top_5,journalism
top_2,historical-fiction
top_3,historical
top_4,literary-fiction
top_5,native-american
top_1,christianity
top_3,romance
top_4,kingsbury
top_5,christianity
top_1,chick-lit
top_3,romance
top_4,marian-keyes
top_5,chicklit
top_1,self-help
top_4,psychology
top_5,relationships
top_2,dogs
top_3,animals
top_4,adult-fiction
top_5,contemporary-fiction
top_2,fantasy
top_3,magical-realism
top_4,romance
top_5,magic
top_1,michael-connelly
top_2,mystery
top_4,harry-bosch
top_5,crime
top_3,memoir
top_4,biography
top_5,history
top_2,africa
top_3,short-stories
top_4,oprah-s-book-club
top_5,oprah
top_1,mystery
top_3,africa
top_4,alexander-mccall-smith
top_5,mystery
top_1,mystery
top_3,africa
top_4,alexander-mccall-smith
top_5,mystery
top_1,historical-fiction
top_2,young adult
top_4,children
top_5,humor
top_1,true-crime
top_3,mystery
top_4,history
top_1,classics
top_2,mystery
top_4,classics
top_5,victorian
top_2,children
top_3,children
top_4,children
top_5,young adult
top_1,young adult
top_2,young adult
top_3,romance
top_4,chick-lit
top_2,vonnegut
top_3,humor
top_4,short-stories
top_5,kurt-vonnegut
top_1,plays
top_2,drama
top_3,theatre
top_4,humor
top_5,play
top_1,science fiction
top_2,science fiction
top_3,science fiction
top_4,science fiction
top_2,psychology
top_4,science
top_5,sociology
top_1,james-patterson
top_2,alex-cross
top_3,mystery
top_4,mystery
top_1,lisa-gardner
top_2,mystery
top_3,thriller
top_4,suspense
top_1,classics
top_3,india
top_4,classics
top_5,historical-fiction
top_1,plays
top_2,philosophy
top_3,classics
top_5,drama
top_1,historical-fiction
top_3,classics
top_4,young adult
top_5,children
top_1,historical-fiction
top_2,new-zealand
top_3,war
top_4,young adult
top_5,contemporary
top_1,classics
top_2,historical-fiction
top_4,classics
top_5,christianity
top_2,historical-fiction
top_3,fantasy
top_4,magical-realism
top_5,india
top_1,writing
top_4,on-writing
top_5,business
top_1,historical-fiction
top_3,mystery
top_4,historical
top_5,romance
top_1,fantasy
top_3,sword-of-truth
top_4,fantasy
top_5,terry-goodkind
top_1,fantasy
top_3,fantasy
top_4,raymond-e-feist
top_5,feist
top_1,fantasy
top_3,raymond-e-feist
top_4,fantasy
top_5,feist
top_1,fantasy
top_3,raymond-e-feist
top_4,feist
top_5,fantasy
top_1,mystery
top_2,historical-fiction
top_4,mystery
top_5,historical
top_1,mystery
top_2,historical-fiction
top_4,mystery
top_5,historical
top_1,mystery
top_2,historical-fiction
top_4,mystery
top_5,historical
top_1,mystery
top_2,harlan-coben
top_4,thriller
top_5,crime
top_1,graphic novels
top_2,comics
top_3,fantasy
top_4,graphic-novel
top_1,urban-fantasy
top_2,fantasy
top_4,dresden-files
top_5,mystery
top_1,historical-fiction
top_2,young adult
top_4,newbery
top_5,classics
top_1,children
top_3,children
top_4,children
top_5,children
top_1,children
top_2,children
top_3,children
top_4,children
top_5,children
top_1,chick-lit
top_3,jane-green
top_4,romance
top_5,chicklit
top_1,horror
top_3,thriller
top_4,audio-books
top_5,read-in-2016
top_1,classics
top_3,historical-fiction
top_4,classics
top_5,adventure
top_1,historical-fiction
top_3,historical
top_4,rome
top_5,ancient-rome
top_1,fantasy
top_2,young adult
top_3,pendragon
top_5,science fiction
top_1,history
top_3,biography
top_4,politics
top_5,philosophy
top_1,philosophy
top_4,wittgenstein
top_5,language
top_1,short-stories
top_3,classics
top_4,literature
top_5,hemingway
top_1,mystery
top_3,historical-fiction
top_4,mystery
top_5,historical
top_2,mystery
top_3,historical-fiction
top_4,thriller
top_5,fantasy
top_1,biography
top_3,christianity
top_4,christianity
top_5,religion
top_1,science fiction
top_2,fantasy
top_3,science fiction
top_5,classics
top_1,horror
top_2,short-stories
top_4,fantasy
top_5,joe-hill
top_1,fantasy
top_2,young adult
top_3,science fiction
top_4,science fiction
top_5,young adult
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_2,historical-fiction
top_3,thriller
top_4,mystery
top_5,ken-follett
top_2,thriller
top_3,mystery
top_4,ken-follett
top_5,suspense
top_1,rory-gilmore-reading-challenge
top_2,rory-gilmore-challenge
top_3,rory-gilmore
top_4,literature
top_5,contemporary-fiction
top_2,science
top_4,humor
top_5,sexuality
top_2,short-stories
top_3,american
top_4,contemporary
top_5,literature
top_1,mystery
top_2,american
top_3,contemporary
top_4,literature
top_5,literary-fiction
top_2,history
top_3,philosophy
top_4,politics
top_1,self-help
top_2,personal-growth
top_3,motivation
top_4,business
top_5,self-help
top_2,contemporary-fiction
top_3,contemporary
top_4,oprah-s-book-club
top_5,oprah
top_1,fantasy
top_2,young adult
top_3,young adult
top_5,magic
top_2,politics
top_3,international-relations
top_5,history
top_2,alaska
top_3,historical-fiction
top_4,literature
top_5,1001-books-to-read
top_1,fantasy
top_2,young adult
top_3,adventure
top_5,young adult
top_2,historical-fiction
top_3,history
top_4,historical
top_5,michener
top_1,historical-fiction
top_3,historical
top_4,history
top_5,western
top_2,historical-fiction
top_3,short-stories
top_4,pulitzer-fiction
top_5,war
top_1,fantasy
top_2,young adult
top_4,young adult
top_5,science fiction
top_1,mystery
top_2,harlan-coben
top_4,thriller
top_5,suspense
top_1,humor
top_3,fantasy
top_4,comedy
top_5,christopher-moore
top_1,horror
top_3,paranormal
top_4,fantasy
top_5,classics
top_1,horror
top_3,fantasy
top_4,thriller
top_5,king
top_1,vampires
top_2,horror
top_3,thriller
top_4,king
top_5,paranormal
top_1,thriller
top_2,horror
top_3,king
top_4,fantasy
top_1,horror
top_3,thriller
top_4,science fiction
top_5,king
top_1,horror
top_3,short-stories
top_4,king
top_5,thriller
top_2,thriller
top_3,horror
top_4,fantasy
top_5,supernatural
top_1,horror
top_3,fantasy
top_4,king
top_5,short-stories
top_1,classics
top_2,poetry
top_4,fantasy
top_5,classics
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,urban-fantasy
top_5,faeries
top_3,spirituality
top_4,australia
top_5,travel
top_2,chick-lit
top_3,southern
top_4,southern-fiction
top_5,chicklit
top_1,travel
top_4,adventure
top_5,philosophy
top_1,self-help
top_2,spirituality
top_4,spirituality
top_5,self-help
top_1,young adult
top_2,young adult
top_4,chick-lit
top_5,romance
top_1,young adult
top_2,young adult
top_4,chick-lit
top_5,romance
top_1,history
top_4,wwii
top_5,biography
top_2,animals
top_3,dogs
top_4,contemporary
top_5,adult-fiction
top_2,vonnegut
top_3,classics
top_4,literature
top_5,humor
top_1,horror
top_3,fantasy
top_4,short-stories
top_5,classics
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,classics
top_2,science fiction
top_3,time-travel
top_4,science fiction
top_5,fantasy
top_1,fantasy
top_3,fantasy
top_4,david-eddings
top_5,science fiction
top_1,fantasy
top_3,david-eddings
top_4,fantasy
top_5,science fiction
top_1,fantasy
top_3,david-eddings
top_4,fantasy
top_5,science fiction
top_1,fantasy
top_3,david-eddings
top_4,fantasy
top_5,science fiction
top_1,fantasy
top_3,david-eddings
top_4,fantasy
top_5,science fiction
top_2,spirituality
top_3,spirituality
top_4,psychology
top_2,adventure
top_3,sigma-force
top_4,action-adventure
top_5,thrillers
top_1,humor
top_2,comedy
top_5,humour
top_1,fantasy
top_2,fairy-tales
top_3,mystery
top_5,children
top_1,fantasy
top_2,young adult
top_3,pendragon
top_4,science fiction
top_5,science fiction
top_1,fantasy
top_2,classics
top_3,children
top_5,children
top_2,australia
top_3,contemporary
top_4,coming-of-age
top_5,australian
top_1,memoir
top_2,biography
top_3,memoirs
top_4,humour
top_5,biography-memoir
top_1,classics
top_3,literature
top_4,classics
top_5,school
top_1,mystery
top_3,thriller
top_4,bones
top_5,mystery
top_1,chick-lit
top_3,romance
top_4,contemporary
top_5,chicklit
top_1,history
top_2,biography
top_5,american-history
top_1,dean-koontz
top_2,horror
top_4,thriller
top_5,koontz
top_1,historical-fiction
top_3,mystery
top_4,fantasy
top_5,historical
top_1,chick-lit
top_3,romance
top_4,emily-giffin
top_5,chicklit
top_1,self-help
top_3,spirituality
top_4,spirituality
top_5,psychology
top_2,feminism
top_3,classics
top_4,erotica
top_5,feminist
top_1,thriller
top_3,jack-reacher
top_4,mystery
top_5,crime
top_2,psychology
top_4,business
top_5,science
top_1,historical-fiction
top_3,wilbur-smith
top_4,historical
top_5,adventure
top_1,historical-fiction
top_3,adventure
top_4,wilbur-smith
top_5,egypt
top_1,mystery
top_2,lisa-gardner
top_3,thriller
top_4,suspense
top_1,science
top_4,evolution
top_5,philosophy
top_2,canadian
top_3,contemporary
top_4,humor
top_5,douglas-coupland
top_1,classics
top_3,russian
top_4,russian-literature
top_5,russia
top_1,young adult
top_3,newbery
top_4,children
top_5,realistic-fiction
top_1,fantasy
top_3,fantasy
top_4,raymond-e-feist
top_5,science fiction
top_1,chick-lit
top_3,chicklit
top_4,romance
top_5,chic-lit
top_1,chick-lit
top_3,chicklit
top_4,chic-lit
top_5,contemporary
top_1,chick-lit
top_3,romance
top_4,chicklit
top_5,chic-lit
top_1,memoir
top_3,memoirs
top_5,biography
top_1,chick-lit
top_3,chicklit
top_4,romance
top_5,contemporary
top_1,food
top_2,health-nutrition
top_3,veganism
top_4,reference
top_2,magical-realism
top_3,india
top_4,literature
top_5,music
top_2,india
top_3,literature
top_4,magical-realism
top_5,indian
top_1,mystery
top_2,janet-evanovich
top_4,humor
top_5,chick-lit
top_1,fantasy
top_2,children
top_4,young adult
top_5,children
top_1,history
top_4,classics
top_5,war
top_1,fantasy
top_3,young adult
top_4,children
top_5,magic
top_1,fantasy
top_2,young adult
top_4,adventure
top_5,middle-grade
top_3,parenting
top_4,self-help
top_5,parenting-books
top_1,business
top_3,business
top_4,psychology
top_5,self-help
top_1,physics
top_2,science
top_5,astronomy
top_1,picture-books
top_2,children
top_3,halloween
top_4,children
top_5,picture-book
top_1,history
top_4,civil-war
top_5,american-history
top_3,memoirs
top_4,oprah-s-book-club
top_5,روايات
top_2,american
top_3,literature
top_4,english
top_5,novel
top_1,picture-books
top_2,children
top_3,children
top_4,picture-book
top_5,children
top_1,fantasy
top_2,middle-grade
top_3,young adult
top_4,young adult
top_2,thriller
top_3,mystery
top_4,demille
top_5,mystery
top_1,fantasy
top_3,magical-realism
top_4,contemporary
top_5,adult-fiction
top_1,chick-lit
top_3,romance
top_4,chicklit
top_5,chic-lit
top_1,chick-lit
top_3,romance
top_4,chicklit
top_5,marian-keyes
top_1,mystery
top_2,sue-grafton
top_4,mystery
top_5,crime
top_1,christianity
top_2,spirituality
top_3,theology
top_4,religion
top_1,mystery
top_2,kathy-reichs
top_3,crime
top_5,thriller
top_1,fantasy
top_2,vampires
top_3,science fiction
top_4,science fiction
top_1,history
top_2,biography
top_4,classics
top_1,philosophy
top_3,christianity
top_4,theology
top_5,religion
top_1,chick-lit
top_3,elin-hilderbrand
top_4,romance
top_5,beach-reads
top_1,james-patterson
top_2,mystery
top_4,thriller
top_5,patterson
top_2,historical-fiction
top_3,japan
top_4,asia
top_5,asian
top_2,mystery
top_3,humor
top_4,florida
top_5,carl-hiaasen
top_2,short-stories
top_3,classics
top_4,literature
top_5,fantasy
top_1,psychology
top_3,biography
top_4,philosophy
top_2,psychology
top_4,business
top_5,economics
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humour
top_4,comedy
top_5,humor
top_1,fantasy
top_2,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_2,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_2,terry-pratchett
top_3,pratchett
top_5,comedy
top_1,fantasy
top_2,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,pratchett
top_1,humor
top_3,terry-pratchett
top_4,pratchett
top_5,fantasy
top_1,romance
top_2,christine-feehan
top_3,paranormal
top_4,romance
top_5,vampires
top_1,memoir
top_4,memoirs
top_5,biography
top_1,philosophy
top_3,classics
top_4,nietzsche
top_5,ethics
top_2,memoir
top_3,biography
top_5,memoirs
top_1,classics
top_2,classics
top_4,drama
top_5,literature
top_2,classics
top_3,historical-fiction
top_4,literature
top_5,asia
top_1,classics
top_2,plays
top_3,drama
top_5,classics
top_1,classics
top_2,plays
top_3,drama
top_5,classics
top_1,plays
top_2,drama
top_4,classics
top_5,play
top_2,mystery
top_3,thriller
top_4,legal-thriller
top_5,legal
top_1,horror
top_3,zombies
top_4,king
top_5,thriller
top_1,horror
top_3,king
top_4,thriller
top_5,fantasy
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_1,poetry
top_2,classics
top_3,irish
top_4,ireland
top_5,literature
top_2,historical-fiction
top_3,classics
top_4,war
top_5,holocaust
top_1,romance
top_2,magical-realism
top_4,france
top_5,fantasy
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,young adult
top_2,classics
top_3,literature
top_4,british
top_5,classics
top_1,science
top_3,philosophy
top_4,spirituality
top_5,religion
top_1,thriller
top_2,mystery
top_4,crime
top_5,jack-reacher
top_1,science fiction
top_2,science fiction
top_4,humor
top_5,fantasy
top_2,vonnegut
top_3,humor
top_4,literature
top_5,satire
top_1,science fiction
top_2,science fiction
top_4,humor
top_5,fantasy
top_2,bukowski
top_3,literature
top_4,american
top_5,novel
top_2,mystery
top_3,american
top_4,literature
top_5,contemporary
top_1,fantasy
top_2,young adult
top_3,young adult
top_5,fairy-tales
top_2,contemporary
top_3,american
top_4,literature
top_5,lgbtq
top_1,mystery
top_3,thriller
top_4,crime
top_5,mystery
top_1,fantasy
top_2,young adult
top_3,charlie-bone
top_5,magic
top_1,fantasy
top_2,young adult
top_3,young adult
top_5,children
top_1,philosophy
top_3,classics
top_5,psychology
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_1,fantasy
top_3,humor
top_4,terry-pratchett
top_5,humour
top_2,children
top_3,fantasy
top_4,middle-grade
top_5,young adult
top_2,young adult
top_3,children
top_4,fantasy
top_5,children
top_2,young adult
top_3,children
top_4,fantasy
top_5,mystery
top_2,young adult
top_3,children
top_4,fantasy
top_5,mystery
top_1,classics
top_2,plays
top_4,drama
top_5,classics
top_1,fantasy
top_2,young adult
top_4,adventure
top_5,children
top_1,classics
top_2,philosophy
top_4,french
top_5,فلسفة
top_2,historical-fiction
top_3,african-american
top_4,classics
top_5,literature
top_2,rory-gilmore-reading-challenge
top_3,contemporary
top_4,contemporary-fiction
top_5,oprah
top_2,young adult
top_3,children
top_4,lemony-snicket
top_5,humor
top_1,fantasy
top_2,science fiction
top_3,science fiction
top_5,science fiction
top_1,fantasy
top_2,science fiction
top_3,science fiction
top_5,science fiction
top_1,classics
top_2,short-stories
top_4,american-fiction
top_5,classics-to-read
top_1,science
top_3,evolution
top_5,biology
top_2,biography
top_3,memoir
top_5,autobiography
top_2,historical-fiction
top_3,india
top_4,asia
top_5,burma
top_1,horror
top_3,science fiction
top_4,classics
top_5,science fiction
top_1,business
top_3,self-help
top_4,psychology
top_1,debbie-macomber
top_3,romance
top_4,adult
top_5,adult-fiction
top_1,science fiction
top_2,science fiction
top_4,orson-scott-card
top_5,science fiction
top_1,young adult
top_2,young adult
top_3,romance
top_4,chick-lit
top_5,meg-cabot
top_1,memoir
top_3,memoirs
top_5,religion
top_1,historical-fiction
top_3,Ｆａｖｏｒｉｔｅｓ
top_4,war
top_5,russia
top_1,erotica
top_3,romance
top_4,bdsm
top_5,erotic
top_1,erotica
top_3,anne-rice
top_4,romance
top_5,bdsm
top_2,erotica
top_3,anne-rice
top_4,romance
top_5,erotic
top_1,horror
top_2,fantasy
top_4,anne-rice
top_5,paranormal
top_1,vampires
top_2,horror
top_3,anne-rice
top_4,fantasy
top_2,historical-fiction
top_3,war
top_4,holocaust
top_5,canadian
top_1,christmas
top_3,children
top_4,children
top_5,children
top_1,historical-fiction
top_2,mystery
top_4,historical
top_5,historical-mystery
top_1,fantasy
top_2,young adult
top_3,young adult
top_5,romance
top_1,fantasy
top_3,young adult
top_4,children
top_5,children
top_1,fantasy
top_3,young adult
top_4,science fiction
top_5,fantasy
top_1,science fiction
top_2,science fiction
top_4,fantasy
top_5,science fiction
top_1,fantasy
top_3,short-stories
top_4,young adult
top_5,science fiction
top_2,historical-fiction
top_3,romance
top_4,historical
top_5,greece
top_2,contemporary
top_3,humor
top_4,contemporary-fiction
top_5,british
top_2,thriller
top_3,jason-bourne
top_4,mystery
top_5,spy
top_1,romance
top_3,chick-lit
top_4,contemporary
top_5,adult
top_1,chick-lit
top_3,romance
top_4,chicklit
top_5,chic-lit
top_2,spirituality
top_3,philosophy
top_4,spirituality
top_5,novel
top_1,chick-lit
top_3,chicklit
top_4,romance
top_5,chic-lit
top_1,chick-lit
top_3,romance
top_4,chic-lit
top_5,new-york
top_1,science
top_2,psychology
top_5,neuroscience
top_2,mystery
top_3,russia
top_4,historical-fiction
top_5,historical
top_1,fantasy
top_2,young adult
top_3,urban-fantasy
top_4,skulduggery-pleasant
top_5,magic
top_2,children
top_3,classics
top_4,german
top_5,children
top_2,mystery
top_3,suspense
top_4,thriller
top_5,mystery
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_1,mystery
top_2,kathy-reichs
top_4,crime
top_5,thriller
top_1,fantasy
top_2,young adult
top_4,leven-thumps
top_5,adventure
top_1,classics
top_3,classics
top_4,literature
top_5,school
top_1,horror
top_3,short-stories
top_4,clive-barker
top_5,fantasy
top_1,philosophy
top_3,classics
top_4,essays
top_1,gothic
top_2,literature
top_3,science fiction
top_4,20th-century
top_5,science fiction
top_1,historical-fiction
top_3,romance
top_4,canada
top_5,historical
top_1,mystery
top_3,crime
top_4,thriller
top_5,kay-scarpetta
top_1,mystery
top_3,crime
top_4,thriller
top_5,kay-scarpetta
top_1,mystery
top_3,crime
top_4,thriller
top_5,kay-scarpetta
top_1,mystery
top_3,crime
top_4,thriller
top_5,kay-scarpetta
top_2,native-american
top_3,classics
top_4,historical-fiction
top_5,school
top_2,magical-realism
top_3,fantasy
top_4,romance
top_5,france
top_2,fantasy
top_3,historical-fiction
top_4,science fiction
top_5,mystery
top_2,mystery
top_3,contemporary-fiction
top_4,contemporary
top_5,chick-lit
top_1,mystery
top_2,harlan-coben
top_4,thriller
top_5,suspense
top_2,mystery
top_3,japanese
top_4,thriller
top_5,japanese-literature
top_1,biography
top_2,history
top_5,american-history
top_1,historical-fiction
top_3,christianity
top_4,classics
top_5,christianity
top_1,fantasy
top_2,young adult
top_4,charlie-bone
top_5,magic
top_1,marketing
top_2,business
top_4,business
top_1,science fiction
top_2,science fiction
top_3,fantasy
top_5,science fiction
top_1,fantasy
top_2,wheel-of-time
top_4,fantasy
top_5,robert-jordan
top_1,vampires
top_2,paranormal
top_3,romance
top_4,romance
top_5,vampire
top_1,romance
top_2,paranormal
top_3,romance
top_4,dark-hunter
top_5,fantasy
top_1,romance
top_2,paranormal
top_3,romance
top_4,sherrilyn-kenyon
top_5,vampires
top_1,romance
top_2,paranormal
top_3,sherrilyn-kenyon
top_4,fantasy
top_5,dark-hunter
top_1,romance
top_2,paranormal
top_3,romance
top_4,sherrilyn-kenyon
top_5,fantasy
top_1,romance
top_2,paranormal
top_3,romance
top_4,sherrilyn-kenyon
top_5,dark-hunter
top_1,paranormal
top_2,romance
top_3,fantasy
top_4,black-dagger-brotherhood
top_5,j-r-ward
top_1,classics
top_3,classics
top_4,dickens
top_5,literature
top_1,classics
top_2,fantasy
top_4,arthurian
top_5,mythology
top_1,christianity
top_3,christianity
top_4,left-behind
top_5,left-behind-series
top_1,christianity
top_3,christianity
top_4,left-behind
top_5,left-behind-series
top_1,memoir
top_2,psychology
top_4,memoirs
top_5,biography
top_2,mystery
top_3,magical-realism
top_4,historical-fiction
top_5,fantasy
top_1,fantasy
top_2,children
top_4,children
top_5,young adult
top_1,fantasy
top_2,children
top_4,children
top_5,young adult
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,anthony-horowitz
top_5,horror
top_2,christianity
top_3,christianity
top_4,jan-karon
top_5,adult-fiction
top_2,christianity
top_3,jan-karon
top_4,christianity
top_5,adult-fiction
top_1,philosophy
top_4,politics
top_1,science
top_4,physics
top_5,astronomy
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,fairy-tales
top_5,romance
top_2,classics
top_3,literature
top_4,classics
top_5,pulitzer-prize-winners
top_2,historical-fiction
top_3,oprah-s-book-club
top_4,oprah
top_5,nook
top_1,business
top_2,self-help
top_3,business
top_4,communication
top_1,humor
top_3,memoir
top_4,comedy
top_1,mystery
top_3,thriller
top_4,bones
top_5,mystery
top_1,james-patterson
top_2,mystery
top_4,thriller
top_5,patterson
top_1,james-patterson
top_2,mystery
top_3,alex-cross
top_5,thriller
top_1,james-patterson
top_2,alex-cross
top_3,mystery
top_5,thriller
top_1,james-patterson
top_2,mystery
top_4,thriller
top_5,patterson
top_2,memoir
top_4,memoirs
top_5,boston
top_1,vampires
top_2,young adult
top_3,vampire
top_4,paranormal
top_5,romance
top_2,romance
top_3,anita-shreve
top_4,chick-lit
top_5,contemporary
top_1,politics
top_4,history
top_5,philosophy
top_1,true-crime
top_4,crime
top_5,ann-rule
top_2,biography
top_3,memoir
top_5,oprah-s-book-club
top_2,african-american
top_3,romance
top_4,african-american-fiction
top_5,terry-mcmillan
top_2,classics
top_3,historical-fiction
top_4,politics
top_5,literature
top_1,young adult
top_2,young adult
top_4,contemporary
top_5,realistic-fiction
top_1,mystery
top_2,thriller
top_3,crime
top_4,legal-thriller
top_5,mystery
top_1,fantasy
top_2,young adult
top_4,fablehaven
top_5,adventure
top_1,classics
top_4,memoir
top_1,children
top_2,fantasy
top_4,children
top_5,classics
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_1,classics
top_3,classics
top_4,literature
top_5,historical-fiction
top_1,children
top_2,children
top_3,children
top_4,realistic-fiction
top_5,middle-grade
top_1,fantasy
top_2,valdemar
top_3,mercedes-lackey
top_5,science fiction
top_1,mystery
top_2,john-sandford
top_4,thriller
top_5,crime
top_1,mystery
top_2,john-sandford
top_4,thriller
top_5,crime
top_1,christianity
top_3,spirituality
top_4,christianity
top_5,theology
top_1,history
top_3,biography
top_4,wwii
top_5,war
top_2,christianity
top_3,psychology
top_5,self-help
top_2,contemporary-fiction
top_3,literary-fiction
top_4,contemporary
top_5,colorado
top_1,history
top_3,politics
top_5,war
top_1,young adult
top_2,fantasy
top_3,young adult
top_4,paranormal
top_5,science fiction
top_1,young adult
top_2,fantasy
top_3,young adult
top_4,paranormal
top_2,classics
top_3,horror
top_4,thriller
top_5,crime
top_1,historical-fiction
top_2,mystery
top_4,historical
top_5,crime
top_1,mystery
top_2,historical
top_4,historical-mystery
top_5,history
top_1,historical-fiction
top_2,mystery
top_4,historical
top_5,crime
top_1,historical-fiction
top_3,spain
top_4,historical
top_5,war
top_1,christianity
