"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
1788,24813,"836204387","Bill Watterson","The Calvin and Hobbes Tenth Anniversary Book",4.63,48280,48829,346,346,608,3077,8752,36046,"comics","humor","graphic novels","fiction","comic"
1789,4325,"142401757","Sarah Dessen","Dreamland",3.91,64082,65731,3813,1556,4772,15338,20590,23475,"young adult","young adult","contemporary","romance","realistic-fiction"
1790,14568987,"1616201320","B.A. Shapiro","The Art Forger",3.69,47873,54799,5220,2380,3650,14812,21685,12272,"mystery","fiction","art","historical-fiction","contemporary"
1791,248483,"1596912855","Shannon Hale","Austenland (Austenland, #1)",3.54,66400,71565,10310,2414,8021,23997,22990,14143,"romance","fiction","chick-lit","contemporary","adult"
1792,18749,"1400044162","Chimamanda Ngozi Adichie","Half of a Yellow Sun",4.28,46716,57021,5296,344,1175,6626,23036,25840,"historical-fiction","africa","nigeria","war","historical"
1793,105578,"345498321","Chetan Bhagat","One Night at the Call Center",2.47,40718,44833,1244,10559,14125,11872,5177,3100,"chetan-bhagat","indian-authors","india","indian-fiction","fiction"
1794,23209927,"385523238","Sara Gruen","At the Water's Edge",3.65,44956,54207,7018,1306,4467,16578,21648,10208,"historical-fiction","romance","historical","fiction","scotland"
1795,11607,"451197968","Richard Bachman, Stephen King","The Running Man",3.8,62268,67356,1929,723,4280,20084,24714,17555,"stephen-king","horror","science fiction","dystopian","science fiction"
1796,68210,"031242440X","Marilynne Robinson","Gilead (Gilead, #1)",3.84,54081,58412,7870,2359,5175,12339,18141,20398,"fiction","historical-fiction","religion","literature","literary-fiction"
1797,2794,"006091307X","Thomas Pynchon","The Crying of Lot 49",3.7,48692,54779,3489,2227,5166,13618,19312,14456,"fiction","classics","literature","american","postmodern"
1798,11389875,"525953094","Ken Follett","Edge of Eternity (The Century Trilogy, #3)",4.04,21459,52737,5078,980,2775,10189,18199,20594,"historical-fiction","fiction","historical","ken-follett","audio"
1799,8428064,"1423121317","Rachel Hawkins","Demonglass (Hex Hall, #2)",4.13,74589,77626,4496,1036,2945,14055,26694,32896,"young adult","fantasy","paranormal","young adult","magic"
1800,22590,"8498000831","Philip K. Dick, David Alabort, Manuel Espín","Ubik",4.1,48256,58063,2957,548,2176,10594,22241,22504,"science fiction","science fiction","fiction","science fiction","science fiction"
1801,15575,"1857231511","Terry Brooks","The Sword of Shannara (The Original Shannara Trilogy, #1)",3.76,58967,66645,3140,2791,5838,16067,22050,19899,"fantasy","fiction","terry-brooks","science fiction","shannara"
1802,32418,"99297701","Thomas Harris","Hannibal (Hannibal Lecter, #3)",3.72,57569,63555,2098,2166,5811,17220,20844,17514,"horror","fiction","thriller","crime","mystery"
1803,395871,"006114097X","L.J. Smith","The Awakening / The Struggle (The Vampire Diaries, #1-2)",3.67,68651,72227,3856,3663,8247,18819,19054,22444,"vampires","paranormal","young adult","romance","vampire"
1804,1466455,"60586133","Liane Moriarty","Three Wishes",3.76,40569,56511,4126,576,2847,17447,24125,11516,"fiction","chick-lit","audio","contemporary","read-in-2016"
1805,3575676,"1416974520","L.J. Smith","Night World, No. 3 (Night World, #7-9)",4.2,58232,59070,809,1115,2652,9863,15216,30224,"young adult","vampires","fantasy","paranormal","young adult"
1806,5174,"743466527","Ann-Marie MacDonald","Fall on Your Knees",3.95,50446,53947,2655,1544,3316,11112,18471,19504,"fiction","historical-fiction","canadian","canada","oprah-s-book-club"
1807,10626594,"054522490X","Maggie Stiefvater","The Scorpio Races",4.08,70335,76231,10427,2159,3992,12420,24712,32948,"fantasy","young adult","young adult","romance","fiction"
1808,18966806,"345539842","Pierce Brown","Morning Star (Red Rising, #3)",4.5,47736,61499,6398,266,782,4880,17692,37879,"science fiction","science fiction","fantasy","dystopian","fiction"
1809,201341,"441005764","Brian Jacques","Mossflower (Redwall, #2)",4.09,56860,58425,654,626,1842,11769,21559,22629,"fantasy","fiction","young adult","redwall","children"
1810,23848559,"1250077001","Jenny  Lawson","Furiously Happy: A Funny Book About Horrible Things",3.93,59743,67556,8498,2513,4499,13107,22580,24857,"humor","memoir","non-fiction","non-fiction","biography"
1811,6420,"312986343","Janet Evanovich","Visions of Sugar Plums (Stephanie Plum, #8.5)",3.68,62726,65154,1565,1997,7022,19528,18169,18438,"mystery","janet-evanovich","fiction","humor","stephanie-plum"
1812,13810,"553564935","Raymond E. Feist","Magician: Master (The Riftwar Saga, #2)",4.25,53878,55314,524,586,1435,7939,18946,26408,"fantasy","fiction","science fiction","science fiction","science fiction"
1813,15505346,"1405910216","Tracey Garvis-Graves","On the Island (On the Island, #1)",4.13,28651,64682,7927,996,2731,10618,22670,27667,"romance","contemporary-romance","new-adult","chick-lit","adult"
1814,8492768,"1439164630","Lisa Genova","Left Neglected",3.95,52095,56765,6006,582,2450,12864,24336,16533,"contemporary","contemporary-fiction","fiction","medical","adult-fiction"
1815,5509,"671662341","Miep Gies, Alison Leslie Gold","Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family",4.26,50412,51027,629,1015,1480,6893,15228,26411,"memoir","classics","non-fiction","wwii","historical"
1816,13055592,"765316994","John Scalzi","Redshirts",3.84,53746,62419,7934,1049,3740,15787,25713,16130,"science fiction","fiction","science fiction","science fiction","science fiction"
1817,41716,"030720961X","Clive Cussler","Sahara (Dirk Pitt, #11)",3.95,47054,48850,745,866,2145,11351,18747,15741,"adventure","fiction","clive-cussler","thriller","dirk-pitt"
1818,2168860,"61245097","Jeaniene Frost","One Foot in the Grave (Night Huntress, #2)",4.31,76368,81752,3250,686,1916,10599,26385,42166,"vampires","paranormal","urban-fantasy","romance","vampire"
1819,1282954,"60890681","Liane Moriarty","The Last Anniversary",3.72,35325,53186,3819,657,3144,16975,22127,10283,"fiction","chick-lit","mystery","contemporary","read-in-2016"
1820,5047880,"61449067","Michael  Grant","Hunger (Gone, #2)",4.02,60519,65389,3102,1301,3531,12922,22281,25354,"young adult","dystopian","young adult","dystopian","science fiction"
1821,2292384,"312349513","Janet Evanovich","Fearless Fourteen (Stephanie Plum, #14)",4.02,70806,75011,3147,435,2834,17632,28086,26024,"mystery","janet-evanovich","fiction","humor","chick-lit"
1822,12615008,"8129118807","Chetan Bhagat","Revolution 2020: Love, Corruption, Ambition",3.07,42845,44470,1656,5263,9285,13415,9928,6579,"fiction","chetan-bhagat","indian-authors","indian","romance"
1823,160629,"7174160","Michael Bond, Peggy Fortnum","A Bear Called Paddington (Paddington, #1)",4.21,62590,64024,783,589,1894,11370,19715,30456,"children","children","classics","children","children"
1824,162089,"60887338","Sara Shepard","Flawless (Pretty Little Liars, #2)",3.96,59403,64318,3150,849,3660,15492,21492,22825,"young adult","pretty-little-liars","mystery","young adult","contemporary"
1825,91253,"440800463","Beverly Cleary","Ramona Quimby, Age 8 (Ramona, #6)",4.08,58135,61520,1177,934,2280,12583,20912,24811,"children","childhood-favorites","children","realistic-fiction","middle-grade"
1826,98427,"446364800","Nelson DeMille","The General's Daughter",4.07,50264,51626,555,455,1520,10343,20739,18569,"fiction","mystery","thriller","suspense","crime"
1827,65118,"1405206128","Lemony Snicket, Brett Helquist","The Hostile Hospital (A Series of Unfortunate Events, #8)",3.95,66327,73955,1727,702,3605,18638,27090,23920,"fiction","young adult","children","fantasy","mystery"
1828,330744,"1569319472","Rumiko Takahashi","InuYasha: Turning Back Time (InuYasha, #1)",4.26,45993,46244,374,851,1957,7190,10759,25487,"graphic novels","fantasy","mangá","graphic novels","comics"
1829,226162,"451219422","David Seltzer","The Omen",3.99,49935,50574,286,885,2555,11734,16549,18851,"horror","fiction","paranormal","classics","thriller"
1830,6134826,"312532768","Alyson Noel","Blue Moon (The Immortals, #2)",3.61,74367,78447,3611,3935,9508,21715,21521,21768,"young adult","fantasy","paranormal","romance","young adult"
1831,12849385,"446572993","David Baldacci","The Innocent (Will Robie, #1)",4.1,46216,56819,3704,490,1439,9720,25219,19951,"david-baldacci","baldacci","suspense","crime","mystery"
1832,2161733,"446402397","Tom Rob Smith","Child 44 (Leo Demidov, #1)",4.08,46734,56031,5355,717,1911,9446,24032,19925,"fiction","mystery","russia","historical-fiction","historical"
1833,348225,"60987510","Nancy E. Turner","These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",4.35,44669,54060,9362,611,1098,5495,18681,28175,"historical-fiction","historical","romance","fiction","western"
1834,23751850,"425260933","Liane Moriarty","The Hypnotist's Love Story",3.69,34107,56255,4525,630,3646,18306,23562,10111,"fiction","chick-lit","romance","contemporary","read-in-2016"
1835,4008,"60527994","Paulo Coelho, Amanda Hopkinson, Nick Caistor","The Devil and Miss Prym (On the Seventh Day, #3)",3.59,42286,49075,2393,1531,5179,15461,16402,10502,"philosophy","novel","contemporary","spirituality","spirituality"
1836,18419,"1933718005","Audrey Penn, Ruth E. Harper, Nancy M. Leak","The Kissing Hand",4.41,51219,51767,1320,515,1316,6095,12191,31650,"children","picture-books","children","children","children"
1838,8357992,"440339340","Lee Child","Worth Dying For (Jack Reacher, #15)",4.2,47296,56320,2627,256,1070,8630,23333,23031,"lee-child","jack-reacher","thriller","fiction","mystery"
1839,454856,"307395987","John Elder Robison","Look Me in the Eye: My Life with Asperger's",3.91,48189,51937,3736,732,2788,12621,20273,15523,"non-fiction","memoir","non-fiction","memoirs","biography"
1840,84136,"312979975","Sherrilyn Kenyon","Fantasy Lover (Dark-Hunterverse #1)",4.17,70274,74975,3081,1409,3288,12339,22030,35909,"romance","romance","paranormal","fantasy","dark-hunter"
1841,2029177,"031601477X","James Patterson, Gabrielle Charbonnet","Sundays at Tiffany's",3.74,51720,58612,5751,2030,5503,15467,18033,17579,"romance","james-patterson","fiction","chick-lit","fantasy"
1842,111180,"743418735","Jodi Picoult","Perfect Match",3.93,52168,55211,2690,492,2628,13550,22197,16344,"contemporary","fiction","chick-lit","jodi-picoult","drama"
1843,9844,"081297235X","Curtis Sittenfeld","Prep",3.36,50598,53202,4372,3089,7820,17606,16367,8320,"fiction","young adult","chick-lit","young adult","contemporary"
1844,96647,"1401307450","Anthony Kiedis, Larry Sloman","Scar Tissue",4.1,45203,47328,2078,800,2035,8401,16713,19379,"non-fiction","music","biography","biography","memoir"
1845,58027,"3442723434","Margaret Atwood, Brigitte Walitzek","Alias Grace",3.97,51511,60149,2881,590,2339,13103,26233,17884,"fiction","historical-fiction","canadian","mystery","historical"
1846,17876893,"425273865","Sylvia Day","Captivated by You (Crossfire, #4)",4.06,57831,71432,5234,1485,4142,13664,21245,30896,"romance","erotica","sylvia-day","contemporary-romance","contemporary"
1847,29946,"99427869","Richard Bach","Illusions: The Adventures of a Reluctant Messiah",4.14,44569,47411,1821,973,2466,7982,13712,22278,"fiction","philosophy","spirituality","spirituality","classics"
1848,6381205,"316056634","Gail Carriger","Soulless (Parasol Protectorate, #1)",3.91,73051,78238,8554,2589,4520,16299,28843,25987,"steampunk","fantasy","romance","paranormal","vampires"
1849,17623975,"142422959","Gayle Forman","Just One Day (Just One Day, #1)",4.02,47674,66861,7371,1591,3191,12505,24526,25048,"young adult","romance","contemporary","young adult","new-adult"
1850,1661957,"1416953574","Lisa McMann","Wake (Wake, #1)",3.75,69046,72067,5180,3159,6682,17699,21663,22864,"young adult","romance","fiction","supernatural","mystery"
1851,7170627,"1439107955","Siddhartha Mukherjee","The Emperor of All Maladies: A Biography of Cancer",4.29,48117,53649,4907,749,1435,6492,18009,26964,"non-fiction","science","non-fiction","history","medicine"
1852,270804,"1416940901","Ellen Hopkins","Glass (Crank, #2)",4.28,51726,53542,2455,519,1699,7695,15899,27730,"young adult","poetry","young adult","ellen-hopkins","fiction"
1853,760,"307278492","Gabriel García Márquez, Edith Grossman","Memories of My Melancholy Whores",3.59,33534,50285,3018,1379,4851,16568,17933,9554,"fiction","literature","classics","romance","magical-realism"
1854,10872085,"031253955X","Jeffrey Archer","Only Time Will Tell (The Clifton Chronicles, #1)",4.04,41187,54311,4459,673,1924,10025,23572,18117,"fiction","historical-fiction","audio","jeffrey-archer","audible"
1855,773038,"1878424114","Deepak Chopra","The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams",4.07,41427,42963,933,937,2052,8085,13673,18216,"spirituality","self-help","spirituality","non-fiction","philosophy"
1856,79790,"312315953","Augusten Burroughs","Magical Thinking: True Stories",3.96,45554,46808,1525,530,2057,11121,17986,15114,"memoir","non-fiction","memoirs","humor","non-fiction"
1857,13835,"689878567","Tamora Pierce","In the Hand of the Goddess (Song of the Lioness, #2)",4.25,66382,70595,1464,941,1724,10424,22977,34529,"fantasy","young adult","young adult","fiction","tamora-pierce"
1858,13132,"446614831","James Patterson, Andrew Gross","3rd Degree (Women's Murder Club, #3)",4,55599,60574,1718,269,1879,14801,24483,19142,"james-patterson","mystery","fiction","crime","thriller"
1859,12543,"385480016","Anne Lamott","Bird by Bird: Some Instructions on Writing and Life",4.22,55606,57364,5306,482,1700,8345,20799,26038,"writing","non-fiction","non-fiction","on-writing","memoir"
1860,8835379,"805092528","Kerstin Gier, Anthea Bell","Ruby Red (Precious Stone Trilogy, #1)",4.12,62978,82241,8320,1006,3019,14262,30391,33563,"fantasy","young adult","time-travel","young adult","romance"
1861,6581511,"031259044X","Alyson Noel","Shadowland (The Immortals, #3)",3.66,68104,71034,2468,3410,8196,19221,18536,21671,"young adult","fantasy","paranormal","romance","young adult"
1862,216443,"553296124","Timothy Zahn","Heir to the Empire (Star Wars: The Thrawn Trilogy #1)",4.12,50300,54423,2069,409,1882,10046,20473,21613,"star-wars","science fiction","science fiction","fiction","fantasy"
1863,13837,"689878575","Tamora Pierce","Lioness Rampant (Song of the Lioness, #4)",4.28,65027,68419,1217,1000,1700,9328,21166,35225,"fantasy","young adult","young adult","fiction","magic"
1864,259538,"042510687X","Robin Cook","Outbreak (Dr. Marissa Blumenthal, #1)",3.96,48357,49169,274,352,1713,12686,19072,15346,"fiction","robin-cook","mystery","medical","medical-thriller"
1865,129603,"8176210773","Louise L. Hay","You Can Heal Your Life",4.14,44445,48122,1252,1311,2112,7972,13689,23038,"self-help","non-fiction","spirituality","spirituality","health"
1866,18641982,"1594631573","Emma Straub","The Vacationers",3.14,44074,50048,5343,2473,8691,21871,13282,3731,"fiction","contemporary","read-in-2014","chick-lit","read-in-2015"
1868,14064,"1857988094","Richard Matheson","I Am Legend",4.07,46845,59493,3636,533,2219,11159,24394,21188,"horror","science fiction","science fiction","fiction","classics"
1869,150739,"015204566X","Patricia C. Wrede, Peter de Sève","Dealing with Dragons (Enchanted Forest Chronicles, #1)",4.14,67663,69992,2695,1270,2575,12165,22888,31094,"fantasy","young adult","dragons","young adult","fiction"
1870,455925,"515130974","Lee Child","Running Blind (Jack Reacher, #4)",4.08,44681,57089,2403,351,1647,10674,24761,19656,"thriller","lee-child","fiction","jack-reacher","mystery"
1871,37301,"425205819","John Sandford","Rules of Prey (Lucas Davenport, #1)",4.13,52416,56027,1574,843,1546,9633,21565,22440,"mystery","fiction","thriller","john-sandford","crime"
1872,84847,"553589172","Tami Hoag","Ashes to Ashes (Kovac and Liska, #1)",4.03,49139,50587,610,489,1625,11247,19498,17728,"mystery","tami-hoag","thriller","suspense","fiction"
1873,16703,"7149824","Michael Chabon","The Yiddish Policemen's Union",3.69,46854,52340,6024,1649,4243,14023,21009,11416,"fiction","adult","mystery","dystopian","chess"
1874,13642950,"345528670","Melanie Benjamin","The Aviator's Wife",3.87,48191,53252,6388,752,2657,12509,24063,13271,"historical-fiction","audio","adult-fiction","read-in-2013","fiction"
1875,474858,"439598389","David Shannon","A Bad Case of Stripes",4.24,51764,52142,1518,841,2057,8441,13466,27337,"picture-books","children","children","children","picture-book"
1876,10428708,"593065700","Lee Child","The Affair (Jack Reacher, #16)",4.11,43992,56437,3274,348,1418,10039,24293,20339,"lee-child","thriller","mystery","fiction","jack-reacher"
1877,33514,"205313426","William Strunk Jr., E.B. White","The Elements of Style",4.19,46041,57655,2942,881,2233,9114,18026,27401,"non-fiction","writing","on-writing","language","classics"
1878,12948,"140620613","Henry James","The Turn of the Screw",3.45,53644,66011,4401,2984,8843,21744,20385,12055,"horror","fiction","gothic","classics","mystery"
1879,6066819,"743294297","Jennifer Weiner","Best Friends Forever",3.48,50738,52779,3481,1534,6166,19341,16693,9045,"chick-lit","fiction","jennifer-weiner","chicklit","friendship"
1880,50027,"786939532","R.A. Salvatore","Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",4.27,49095,53708,1571,397,1460,7715,18002,26134,"fantasy","forgotten-realms","fiction","drizzt","science fiction"
1881,100365,"156865054X","Larry Niven, Jerry Pournelle","The Mote in God's Eye",4.06,48131,52064,1346,524,1957,10282,20225,19076,"science fiction","science fiction","fiction","science fiction","science fiction"
1882,9572203,"307595862","Jo Nesbø, Don Bartlett","The Snowman (Harry Hole, #7)",4.04,47533,60531,5098,634,2230,11115,26594,19958,"mystery","crime","fiction","thriller","scandinavian"
1883,166997,"1590171993","John  Williams, John McGahern","Stoner",4.28,42869,55450,6927,506,1671,6674,19742,26857,"classics","literature","american","nyrb","historical-fiction"
1884,24937,"1401308201","David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman","Wicked: The Grimmerie",4.17,47207,47207,241,921,1673,8051,14244,22318,"fantasy","non-fiction","fiction","plays","musicals"
1885,42607,"074348486X","William Shakespeare","As You Like It",3.83,56395,61497,1312,894,3908,17213,22421,17061,"classics","plays","drama","fiction","classics"
1886,95431,"1563892618","Garth Ennis, Steve Dillon, Joe R. Lansdale","Preacher, Volume 1: Gone to Texas",4.16,51267,51810,1348,1629,2165,7138,16056,24822,"comics","graphic novels","graphic-novel","fantasy","fiction"
1887,15638,"451528921","Edmond Rostand, Eteel Lawson, Lowell Bair","Cyrano de Bergerac",4.05,54607,60623,1463,801,2726,12688,20653,23755,"classics","plays","fiction","drama","classics"
1888,12609,"374525641","Anne Fadiman","The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.14,47785,49870,3873,619,1861,8093,18674,20623,"non-fiction","non-fiction","medicine","anthropology","medical"
1889,3128411,"1841496863","Patricia Briggs","Bone Crossed (Mercy Thompson, #4)",4.34,69516,79451,2370,235,925,9446,29815,39030,"urban-fantasy","fantasy","paranormal","vampires","werewolves"
1890,8709526,"159514319X","Richelle Mead","The Indigo Spell (Bloodlines, #3)",4.41,73056,77721,5633,526,1273,8244,23790,43888,"young adult","vampires","fantasy","paranormal","young adult"
1891,6050298,"385341652","Karen Marie Moning","Dreamfever (Fever, #4)",4.43,68816,76586,4211,497,1335,7261,22881,44612,"fantasy","paranormal","romance","urban-fantasy","romance"
1892,16243,"316010707","Kate Atkinson","Case Histories (Jackson Brodie #1)",3.82,54908,60139,4910,1126,3710,15133,25225,14945,"mystery","fiction","crime","mystery","mystery"
1893,15799166,"345544110","J. Kenner","Release Me (Stark Trilogy, #1)",4.14,61211,66473,2919,945,2760,11184,22878,28706,"romance","erotica","bdsm","contemporary-romance","contemporary"
1894,17910611,"812984277","Sophie Kinsella","Wedding Night",3.4,32084,59482,5165,2495,8566,21212,17215,9994,"chick-lit","romance","fiction","contemporary","sophie-kinsella"
1895,25099,"1563892251","Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker","The Doll's House (The Sandman #2)",4.44,54420,62308,1793,124,664,5797,20761,34962,"graphic novels","comics","fantasy","graphic-novel","fiction"
1896,1000751,"689849109","Eleanor H. Porter","Pollyanna (Pollyanna, #1)",3.95,56529,61238,1424,1310,3432,14699,19596,22201,"classics","children","fiction","children","classics"
1897,2743,"1558745157","Dave Pelzer","The Lost Boy (Dave Pelzer #2)",4.08,46847,50258,2495,510,2068,10426,17223,20031,"non-fiction","biography","memoir","non-fiction","autobiography"
1898,17855756,"1490904387","Hugh Howey","Dust (Silo, #3)",4.26,33132,50916,3422,177,919,6781,20811,22228,"science fiction","science fiction","fiction","dystopian","dystopian"
1899,13547188,"1439102759","Jodi Picoult","Lone Wolf",3.67,33504,57793,5569,1527,5090,17346,20893,12937,"fiction","jodi-picoult","contemporary","adult-fiction","read-in-2012"
1900,10588,"450610098","Stephen King","Nightmares and Dreamscapes",3.9,54401,59208,905,412,2650,16264,23036,16846,"horror","stephen-king","short-stories","fiction","king"
1901,7304203,"385341679","Karen Marie Moning","Shadowfever (Fever, #5)",4.46,73030,79297,6025,1175,1695,6734,19798,49895,"urban-fantasy","fantasy","paranormal","romance","romance"
1902,3613997,"385517831","John Grisham","The Associate",3.64,48838,51847,3520,1003,4409,17296,18563,10576,"fiction","thriller","mystery","legal-thriller","suspense"
1903,13324841,"547887205","Lois Lowry","Son (The Giver, #4)",3.98,54620,61353,7093,633,3074,13411,24215,20020,"young adult","dystopian","dystopian","fiction","young adult"
1904,18310944,"1401248969","Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein","The Sandman: Overture",3.94,52973,53412,1043,4360,3419,8193,12325,25115,"graphic novels","fantasy","comics","graphic-novel","fiction"
1906,7137775,"802720854","Simone Elkeles","Rules of Attraction (Perfect Chemistry, #2)",4.22,68270,71900,3704,797,2666,11463,22277,34697,"young adult","romance","young adult","contemporary","realistic-fiction"
1907,93007,"1595406557","Howard Pyle","The Merry Adventures of Robin Hood",4.05,48879,51979,665,427,1987,11657,18235,19673,"classics","fiction","adventure","historical-fiction","classics"
1908,9915,"679781498","Bret Easton Ellis","Less Than Zero",3.58,45978,51208,2684,1820,5379,15400,18292,10317,"fiction","contemporary","rory-gilmore-reading-challenge","american","literature"
1909,875441,"393065782","Lawrence Hill","Someone Knows My Name",4.44,22146,55294,5303,326,746,4525,18174,31523,"historical-fiction","fiction","historical","audio","canadian"
1910,93101,"812972147","Anonymous, Richard Francis Burton, A.S. Byatt","The Arabian Nights",4.06,46656,57091,1553,656,2323,11976,20201,21935,"classics","fiction","fantasy","short-stories","classics"
1911,7093952,"670021873","Tana French","Faithful Place (Dublin Murder Squad, #3)",3.97,55355,61097,5736,584,2205,13196,27712,17400,"mystery","fiction","crime","mystery","ireland"
1912,18467802,"802122558","Lily King","Euphoria",3.84,41606,48628,5516,883,2696,11817,21056,12176,"historical-fiction","fiction","anthropology","historical","audio"
1913,9301,"60090383","Marian Keyes","Rachel's Holiday (Walsh Family, #2)",3.93,48663,51428,1261,954,2645,12370,18723,16736,"chick-lit","fiction","romance","chicklit","marian-keyes"
1914,41811,"586008357","Isaac Asimov","The Caves of Steel (Robot #1)",4.14,51059,58121,1689,212,1282,10553,24246,21828,"science fiction","science fiction","fiction","science fiction","mystery"
1915,17800,"99448769","Haruki Murakami","Dance Dance Dance (The Rat, #4)",4.03,41161,48885,2561,331,1753,9862,21152,15787,"fiction","japan","japanese","murakami","magical-realism"
1916,232109,"380709244","Beverly Cleary, Louis Darling, Tracy Dockray","The Mouse and the Motorcycle (Ralph S. Mouse, #1)",3.9,61754,63725,1419,952,3280,17270,21684,20539,"children","fiction","children","children","children"
1917,3432478,"575090855","Carrie Ryan","The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",3.59,64093,74058,8336,4754,9003,18505,21469,20327,"young adult","zombies","young adult","dystopian","horror"
1918,189783,"736693416","Terry Brooks","The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",3.96,51161,55544,1264,858,3022,12442,20133,19089,"fantasy","fiction","terry-brooks","shannara","science fiction"
1919,7741325,"375866590","Rachel Cohn, David Levithan","Dash & Lily's Book of Dares (Dash & Lily, #1)",3.82,54920,62663,6564,1504,4374,16073,22588,18124,"young adult","contemporary","romance","young adult","christmas"
1920,17333230,"316074314","Eleanor Catton","The Luminaries",3.7,40727,48822,6613,2431,4439,11400,17682,12870,"fiction","historical-fiction","mystery","historical","new-zealand"
1921,826584,"60244054","Laura Joffe Numeroff, Felicia Bond","If You Give a Moose a Muffin",4.17,48830,49204,774,645,2107,9333,13397,23722,"picture-books","children","children","children","children"
1922,32421,"553588257","Dean Koontz","Velocity",3.85,48755,51074,1542,751,2861,13997,18945,14520,"dean-koontz","horror","thriller","fiction","mystery"
1923,4143,"316779423","David Sedaris","Barrel Fever: Stories and Essays",3.78,44679,45740,1498,902,3333,12737,16577,12191,"humor","non-fiction","essays","short-stories","fiction"
1924,34517,"552152951","Terry Pratchett","Reaper Man (Discworld, #11; Death, #2)",4.27,52845,62795,1789,155,1087,9103,23540,28910,"fantasy","fiction","humor","terry-pratchett","humour"
1925,17303,"1581345275","Frank E. Peretti","Piercing the Darkness (Darkness, #2)",4.3,44595,45801,566,576,1388,6180,13312,24345,"christian-fiction","fiction","christianity","fantasy","thriller"
1926,69242,"1400064287","Chip Heath, Dan Heath","Made to Stick: Why Some Ideas Survive and Others Die",3.97,46736,48407,1967,1247,2347,9922,18142,16749,"business","psychology","non-fiction","non-fiction","communication"
1927,401514,"038000321X","Piers Paul Read","Alive: The Story of the Andes Survivors",4.08,49300,50631,940,455,1337,10066,20488,18285,"non-fiction","non-fiction","adventure","survival","history"
1928,3679,"143037749","Zadie Smith","On Beauty",3.68,44317,49803,3904,1357,4393,13695,19496,10862,"fiction","contemporary","contemporary-fiction","literature","literary-fiction"
1929,13360,"446691097","Joyce Meyer","Battlefield of the Mind: Winning the Battle in Your Mind",4.33,26898,44793,951,895,1323,5511,11554,25510,"non-fiction","self-help","spirituality","christian-non-fiction","joyce-meyer"
1930,59829,"749932775","Nora Roberts","Dance Upon the Air (Three Sisters Island, #1)",4.19,50255,54488,1449,575,1514,9430,18221,24748,"romance","nora-roberts","paranormal","fiction","contemporary-romance"
1931,645023,"345335708","David Eddings","Castle of Wizardry (The Belgariad, #4)",4.16,54682,57683,523,315,1651,10572,21181,23964,"fantasy","fiction","david-eddings","science fiction","science fiction"
1932,8492319,"451233166","J.R. Ward","Lover Unleashed (Black Dagger Brotherhood, #9)",4.28,66871,73613,3776,489,2211,10859,22524,37530,"fantasy","paranormal","urban-fantasy","romance","romance"
1934,6566722,"1401323820","Richard Castle","Heat Wave (Nikki Heat, #1)",3.54,49283,55171,4487,1968,5963,18846,16822,11572,"mystery","thriller","richard-castle","castle","fiction"
1936,4659,"345469011","John Irving","A Widow for One Year",3.74,45051,50081,2298,894,3513,14489,19858,11327,"fiction","contemporary","john-irving","contemporary-fiction","literature"
1937,25350,"7157150","C.S. Lewis","Out of the Silent Planet (Space Trilogy, #1)",3.92,49617,56476,2626,942,3378,13211,20524,18421,"science fiction","fiction","science fiction","c-s-lewis","christian-fiction"
1938,6687,"142404128","Roald Dahl, Quentin Blake","Charlie and the Great Glass Elevator (Charlie Bucket, #2)",3.64,62359,70177,1890,1400,6547,23564,22818,15848,"children","fantasy","fiction","children","children"
1939,826585,"60266864","Laura Joffe Numeroff, Felicia Bond","If You Give a Pig a Pancake",4.23,51385,51753,829,505,1853,9163,13809,26423,"picture-books","children","children","children","children"
1940,567678,"684853159","Iain Banks","The Wasp Factory",3.85,46179,52845,3081,1593,3722,11699,19926,15905,"fiction","horror","thriller","contemporary","literature"
1941,10112885,"140006788X","Marisha Pessl","Night Film",3.78,24865,55117,8039,1797,4627,12959,20335,15399,"mystery","fiction","thriller","horror","mystery"
1942,10211494,"080509329X","Rob Lowe","Stories I Only Tell My Friends",3.77,47323,50460,4440,1555,3272,12961,19965,12707,"non-fiction","memoir","biography","non-fiction","memoirs"
1943,16085481,"385536976","Kevin Kwan","Crazy Rich Asians (Crazy Rich Asians #1)",3.7,46208,55387,6601,1369,4244,16017,22007,11750,"fiction","chick-lit","contemporary","romance","humor"
