"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
253,16160797,"Robert Galbraith, J.K. Rowling","The Cuckoo's Calling (Cormoran Strike, #1)",4,9729,20151,79290,138955,92370,"https://images.gr-assets.com/books/1358716559m/16160797.jpg","mystery","fiction","crime","thriller","adult"
254,6068551,"Maggie Stiefvater","Shiver (The Wolves of Mercy Falls, #1)",4,17815,35108,86129,105099,126660,"https://images.gr-assets.com/books/1409283154m/6068551.jpg","young adult","romance","fiction","supernatural","urban-fantasy"
255,662,"Ayn Rand, Leonard Peikoff","Atlas Shrugged",3.5,30901,27442,53762,78744,105796,"https://images.gr-assets.com/books/1405868167m/662.jpg","fiction","classics","philosophy","classics","literature"
256,49436,"Greg Mortenson, David Oliver Relin","Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time",3.5,14371,27844,77127,97820,71358,"https://images.gr-assets.com/books/1395407074m/49436.jpg","non-fiction","non-fiction","memoir","biography","travel"
257,13023,"Jane Carruth, Lewis Carroll, Rene Cloke","Alice in Wonderland",4,7467,18101,70170,109730,137803,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","fantasy","fiction","children","classics"
258,1232,"Carlos Ruiz Zafón, Lucia Graves","The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4,4789,11769,42214,101612,157170,"https://images.gr-assets.com/books/1344545047m/1232.jpg","fiction","historical-fiction","mystery","fantasy","spain"
259,7631105,"James Dashner","The Scorch Trials (Maze Runner, #2)",4,5525,21370,79458,124458,115496,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","dystopian","dystopian","young adult","science fiction"
261,480479,"Frances Mayes","Under the Tuscan Sun",3.5,12008,22882,74910,93439,78597,"https://images.gr-assets.com/books/1320524083m/480479.jpg","travel","non-fiction","memoir","fiction","non-fiction"
262,19486412,"Liane Moriarty","Big Little Lies",4,3775,7865,49115,159494,151184,"https://images.gr-assets.com/books/1492239430m/19486412.jpg","mystery","chick-lit","contemporary","adult","read-in-2017"
263,24337,"Gail Carson Levine","Ella Enchanted",4,6619,20066,80272,110568,128224,"https://images.gr-assets.com/books/1410727190m/24337.jpg","fantasy","young adult","young adult","fiction","romance"
264,3876,"Ernest Hemingway","The Sun Also Rises",4,9602,23682,70004,105785,94044,"https://images.gr-assets.com/books/1331828228m/3876.jpg","classics","fiction","classics","literature","american"
265,14891,"Betty  Smith","A Tree Grows in Brooklyn",4,3693,9667,43734,103879,148027,"https://images.gr-assets.com/books/1327883484m/14891.jpg","classics","historical-fiction","fiction","classics","young adult"
266,13148,"James Patterson","Kiss the Girls (Alex Cross, #2)",4,10518,14558,58296,95980,99764,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","james-patterson","fiction","thriller","crime"
267,21853621,"Kristin Hannah","The Nightingale",4.5,2829,4913,20612,82844,215817,"https://images.gr-assets.com/books/1451446316m/21853621.jpg","historical-fiction","fiction","historical","wwii","war"
268,6334,"Kazuo Ishiguro","Never Let Me Go",4,9081,26036,78203,118163,92144,"https://images.gr-assets.com/books/1353048590m/6334.jpg","fiction","science fiction","dystopian","science fiction","dystopian"
269,366522,"Cecelia Ahern","P.S. I Love You",4,7027,16336,56951,90089,113010,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","romance","chick-lit","fiction","contemporary","chicklit"
270,12873,"Daphne du Maurier, Sally Beauman","Rebecca",4,4565,10900,49263,112768,152100,"https://images.gr-assets.com/books/1327871977m/12873.jpg","classics","fiction","mystery","romance","classics"
271,18373,"Daniel Keyes","Flowers for Algernon",4,4223,14882,65106,122462,129526,"https://images.gr-assets.com/books/1367141311m/18373.jpg","fiction","classics","science fiction","science fiction","young adult"
272,6952,"Laura Esquivel, Thomas  Christensen, Carol Christensen","Like Water for Chocolate",4,8887,15941,60147,100011,100483,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","romance","magical-realism","historical-fiction","classics"
273,1103,"Lisa See","Snow Flower and the Secret Fan",4,3268,11286,56005,116178,103923,"https://images.gr-assets.com/books/1327880508m/1103.jpg","historical-fiction","fiction","china","historical","asia"
274,22034,"Mario Puzo, Robert Thompson, Peter Bart","The Godfather",4.5,2930,5985,30009,83730,147732,"https://images.gr-assets.com/books/1394988109m/22034.jpg","fiction","classics","crime","thriller","historical-fiction"
275,49750,"John Green","An Abundance of Katherines",3.5,14225,36867,98115,111740,86477,"https://images.gr-assets.com/books/1360206426m/49750.jpg","young adult","young adult","contemporary","fiction","romance"
276,29579,"Isaac Asimov","Foundation (Foundation #1)",4,7697,12471,47251,97583,132586,"https://images.gr-assets.com/books/1417900846m/29579.jpg","science fiction","science fiction","fiction","science fiction","classics"
277,15783514,"Neil Gaiman","The Ocean at the End of the Lane",4,7038,18089,64714,127761,118649,"https://images.gr-assets.com/books/1497098563m/15783514.jpg","fiction","fantasy","horror","magical-realism","adult"
278,30118,"Shel Silverstein","A Light in the Attic",4.5,3585,7593,38923,85051,169362,"https://images.gr-assets.com/books/1427169918m/30118.jpg","poetry","children","children","children","children"
279,29056083,"John Tiffany, Jack Thorne, J.K. Rowling","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",4,15828,35842,96395,133156,116552,"https://images.gr-assets.com/books/1470082995m/29056083.jpg","fantasy","fiction","young adult","plays","read-in-2016"
280,11614718,"Lauren Oliver","Delirium (Delirium, #1)",4,8868,21223,68789,117580,135938,"https://images.gr-assets.com/books/1327890411m/11614718.jpg","romance","fantasy","fiction","teen","read-in-2011"
281,32499,"John Grisham","The Pelican Brief",4,2362,12423,73587,116438,91358,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","suspense","crime","legal-thriller","legal"
282,17061,"Neil Gaiman","Coraline",4,7078,15010,67188,126167,128187,"https://images.gr-assets.com/books/1493497435m/17061.jpg","fantasy","young adult","fiction","horror","children"
283,12067,"Terry Pratchett, Neil Gaiman","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4,4991,10988,44804,101159,164431,"https://images.gr-assets.com/books/1392528568m/12067.jpg","fantasy","fiction","humor","humour","urban-fantasy"
284,70401,"Jack Kerouac","On the Road",3.5,13769,31221,70104,88569,74221,"https://images.gr-assets.com/books/1413588576m/70401.jpg","classics","fiction","travel","literature","classics"
285,16181775,"Graeme Simsion","The Rosie Project (Don Tillman, #1)",4,4544,11558,57792,133951,97664,"https://images.gr-assets.com/books/1371651741m/16181775.jpg","contemporary","humor","fiction","chick-lit","adult"
286,3063499,"Nicholas Sparks","The Lucky One",4,3661,11792,54208,94613,117049,"https://images.gr-assets.com/books/1420816338m/3063499.jpg","romance","fiction","chick-lit","contemporary","adult"
287,2122,"Ayn Rand, Leonard Peikoff","The Fountainhead",4,18158,18720,44131,76424,97543,"https://images.gr-assets.com/books/1491163636m/2122.jpg","fiction","classics","philosophy","literature","classics"
288,19691,"Tom Clancy","The Hunt for Red October (Jack Ryan Universe, #4)",4,9470,13707,49906,95296,109876,"https://images.gr-assets.com/books/1281995542m/19691.jpg","fiction","thriller","tom-clancy","military","suspense"
289,76620,"Richard Adams","Watership Down (Watership Down, #1)",4,9158,15767,52906,102093,128449,"https://images.gr-assets.com/books/1405136931m/76620.jpg","classics","fiction","fantasy","young adult","classics"
290,10335308,"Mindy Kaling","Is Everyone Hanging Out Without Me? (And Other Concerns)",4,6438,18856,81229,117248,89160,"https://images.gr-assets.com/books/1443264638m/10335308.jpg","non-fiction","humor","memoir","non-fiction","biography"
291,3591262,"Abraham Verghese","Cutting for Stone",4.5,4586,9249,32671,91293,143280,"https://images.gr-assets.com/books/1327931601m/3591262.jpg","fiction","historical-fiction","africa","bookclub","ethiopia"
292,140225,"C.S. Lewis, Pauline Baynes","The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4,2658,12490,69089,112121,128906,"https://images.gr-assets.com/books/1343185059m/140225.jpg","classics","young adult","children","children","children"
293,295,"Robert Louis Stevenson","Treasure Island",4,5349,19127,86487,114968,84584,"https://images.gr-assets.com/books/1485248909m/295.jpg","classics","fiction","adventure","classics","young adult"
294,9520360,"Rick Riordan","The Son of Neptune (The Heroes of Olympus, #2)",4.5,1773,4666,30788,93611,185962,"https://images.gr-assets.com/books/1464201114m/9520360.jpg","fantasy","young adult","mythology","rick-riordan","young adult"
295,10644930,"Stephen King","11/22/63",4.5,2927,7649,35500,109392,147589,"https://images.gr-assets.com/books/1327876792m/10644930.jpg","fiction","historical-fiction","science fiction","time-travel","science fiction"
296,4948,"Eric Carle","The Very Hungry Caterpillar Board Book",4.5,5801,11214,43549,73389,170575,"https://images.gr-assets.com/books/1327878225m/4948.jpg","children","picture-books","children","children","children"
297,135479,"Kurt Vonnegut Jr.","Cat's Cradle",4,2701,8491,43680,102441,116840,"https://images.gr-assets.com/books/1327867150m/135479.jpg","fiction","classics","science fiction","science fiction","literature"
298,2493,"H.G. Wells, Greg Bear, Carlo Pagetti","The Time Machine",4,3570,16119,81773,118129,84139,"https://images.gr-assets.com/books/1327942880m/2493.jpg","classics","science fiction","science fiction","fiction","classics"
299,7933292,"Todd Burpo, Lynn Vincent","Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back",4,9291,15024,44510,68399,105794,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","spirituality","christianity","heaven","memoirs","christian-books"
300,39999,"John Boyne","The Boy in the Striped Pajamas",4,5297,13562,54987,121193,130362,"https://images.gr-assets.com/books/1366228171m/39999.jpg","historical-fiction","young adult","fiction","historical","holocaust"
301,4900,"Joseph Conrad","Heart of Darkness",3.5,25591,42946,84433,88608,66813,"https://images.gr-assets.com/books/1392799983m/4900.jpg","classics","fiction","classics","literature","africa"
302,7812659,"Nicholas Sparks","Safe Haven",4,3010,9496,45461,91240,125767,"https://images.gr-assets.com/books/1344268800m/7812659.jpg","romance","fiction","chick-lit","contemporary","adult"
303,52529,"Rhonda Byrne","The Secret (The Secret, #1)",3.5,23328,26321,55785,61698,83813,"https://images.gr-assets.com/books/1482865039m/52529.jpg","self-help","non-fiction","spirituality","non-fiction","spirituality"
304,227711,"Wally Lamb","I Know This Much Is True",4,4430,9972,39899,86909,116398,"https://images.gr-assets.com/books/1373532198m/227711.jpg","fiction","contemporary-fiction","oprah","oprah-s-book-club","contemporary"
305,10583,"Stephen King","Pet Sematary",4,4584,17315,73475,102744,95635,"https://images.gr-assets.com/books/1308894674m/10583.jpg","horror","fiction","thriller","king","fantasy"
306,5203,"Wally Lamb","She's Come Undone",4,10224,20064,59412,91423,87801,"https://images.gr-assets.com/books/1408313457m/5203.jpg","fiction","contemporary","contemporary-fiction","chick-lit","adult-fiction"
307,1215032,"Patrick Rothfuss","The Wise Man's Fear (The Kingkiller Chronicle, #2)",4.5,1486,4018,17932,66415,192498,"https://images.gr-assets.com/books/1452624392m/1215032.jpg","fantasy","fiction","fantasy","magic","fantasy"
308,33724,"Sophie Kinsella","Can You Keep a Secret?",4,8003,19319,76244,101810,88425,"https://images.gr-assets.com/books/1330464293m/33724.jpg","chick-lit","romance","fiction","contemporary","chicklit"
309,6752378,"Cassandra Clare","City of Fallen Angels (The Mortal Instruments, #4)",4,4306,16000,64499,120426,167936,"https://images.gr-assets.com/books/1369452302m/6752378.jpg","fantasy","young adult","young adult","paranormal","romance"
310,14748,"Jennifer Weiner","Good in Bed (Cannie Shapiro, #1)",3.5,12137,20336,66587,84488,68757,"https://images.gr-assets.com/books/1327936464m/14748.jpg","chick-lit","fiction","romance","chicklit","contemporary"
311,3412,"Colleen McCullough","The Thorn Birds",4,2889,9117,42299,85531,126990,"https://images.gr-assets.com/books/1391416796m/3412.jpg","romance","fiction","historical-fiction","adult","romance"
312,2213661,"Neil Gaiman, Dave McKean","The Graveyard Book",4,5515,12566,53668,120830,132872,"https://images.gr-assets.com/books/1303859949m/2213661.jpg","fantasy","young adult","fiction","young adult","horror"
313,13158800,"M.L. Stedman","The Light Between Oceans",4,3432,11985,56557,124430,92030,"https://images.gr-assets.com/books/1336683021m/13158800.jpg","fiction","historical-fiction","australia","historical","bookclub"
314,28194,"Cornelia Funke, Anthea Bell","Inkheart (Inkworld, #1)",4,8524,22966,71494,98625,99805,"https://images.gr-assets.com/books/1328866790m/28194.jpg","young adult","fantasy","fiction","young adult","children"
315,4894,"Spencer Johnson, Kenneth H. Blanchard","Who Moved My Cheese?",3.5,12161,23384,61934,77196,78459,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","business","self-help","non-fiction","psychology"
316,9791,"Bill Bryson","A Walk in the Woods",4,3553,10293,50487,104690,95426,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","travel","non-fiction","humor","memoir"
317,13214,"Maya Angelou","I Know Why the Caged Bird Sings",4,4969,9937,42472,95531,131539,"https://images.gr-assets.com/books/1327957927m/13214.jpg","non-fiction","classics","memoir","biography","non-fiction"
318,15818107,"Christina Baker Kline","Orphan Train",4,1703,6769,42434,116003,97059,"https://images.gr-assets.com/books/1362409483m/15818107.jpg","historical-fiction","fiction","historical","bookclub","book-club-books"
319,8755776,"Cassandra Clare","City of Lost Souls (The Mortal Instruments, #5)",4.5,3341,10329,43333,97947,172919,"https://images.gr-assets.com/books/1460477703m/8755776.jpg","fantasy","young adult","paranormal","romance","urban-fantasy"
320,13526165,"Maria Semple","Where'd You Go, Bernadette",4,4080,13047,59489,119361,72176,"https://images.gr-assets.com/books/1338822317m/13526165.jpg","fiction","humor","contemporary","mystery","chick-lit"
321,10365,"Wilson Rawls","Where the Red Fern Grows",4,6585,15232,53560,89699,115103,"https://images.gr-assets.com/books/1166154337m/10365.jpg","classics","fiction","young adult","children","children"
322,14497,"Neil Gaiman","Neverwhere",4,3126,9628,46996,113506,128484,"https://images.gr-assets.com/books/1348747943m/14497.jpg","fantasy","fiction","urban-fantasy","science fiction","neil-gaiman"
323,9717,"Milan Kundera, Michael Henry Heim","The Unbearable Lightness of Being",4,4894,12964,42199,84519,103404,"https://images.gr-assets.com/books/1265401884m/9717.jpg","fiction","classics","philosophy","literature","czech"
325,4473,"John Irving","A Prayer for Owen Meany",4,4679,9761,33669,76223,122120,"https://images.gr-assets.com/books/1260470010m/4473.jpg","fiction","classics","literature","contemporary","contemporary-fiction"
326,32234,"Janet Fitch","White Oleander",4,3765,13598,60133,94893,81887,"https://images.gr-assets.com/books/1501159524m/32234.jpg","fiction","contemporary","contemporary-fiction","chick-lit","coming-of-age"
327,9275658,"Marie Lu","Legend (Legend, #1)",4,5069,11608,48677,106122,146996,"https://images.gr-assets.com/books/1501368160m/9275658.jpg","young adult","romance","fantasy","science fiction","fiction"
328,14866,"Jodi Picoult","Nineteen Minutes",4,2852,9629,46237,94104,98871,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","contemporary","chick-lit","adult","adult-fiction"
329,2318271,"Randy Pausch, Jeffrey Zaslow","The Last Lecture",4,3004,8851,35547,76621,124120,"https://images.gr-assets.com/books/1388075896m/2318271.jpg","non-fiction","non-fiction","biography","inspirational","philosophy"
330,228665,"Robert Jordan","The Eye of the World (Wheel of Time, #1)",4,6163,11298,38946,88024,128552,"https://images.gr-assets.com/books/1337818095m/228665.jpg","fantasy","fiction","fantasy","wheel-of-time","science fiction"
331,10916,"Jodi Picoult","The Pact",4,3586,11789,50494,85430,84060,"https://images.gr-assets.com/books/1410754561m/10916.jpg","fiction","romance","contemporary","chick-lit","drama"
332,65605,"C.S. Lewis","The Magician's Nephew (Chronicles of Narnia, #6)",4,3168,14602,69051,105375,111374,"https://images.gr-assets.com/books/1308814770m/65605.jpg","children","christianity","classics","children","magic"
333,2153405,"Lisa Genova","Still Alice",4.5,1178,4249,28642,96615,114387,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","contemporary","fiction","psychology","bookclub","read-in-2015"
334,13596809,"Sylvia Day","Reflected in You (Crossfire, #2)",4.5,2923,8651,33911,74587,147536,"https://images.gr-assets.com/books/1477802540m/13596809.jpg","romance","erotica","sylvia-day","contemporary","contemporary-romance"
335,6689,"Roald Dahl, Quentin Blake","James and the Giant Peach",4,4235,13199,65762,104078,102463,"https://images.gr-assets.com/books/1320412586m/6689.jpg","children","fantasy","fiction","children","classics"
336,13137,"James Patterson","1st to Die (Women's Murder Club, #1)",4,4464,10087,48616,83796,95465,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","james-patterson","fiction","crime","thriller"
337,13,"Douglas Adams","The Ultimate Hitchhiker's Guide to the Galaxy",4.5,2657,6328,26431,66655,136349,"https://images.gr-assets.com/books/1404613595m/13.jpg","science fiction","science fiction","fiction","humor","fantasy"
338,6280118,"David Nicholls","One Day",4,8632,21291,59874,86793,70462,"https://images.gr-assets.com/books/1327873020m/6280118.jpg","fiction","romance","contemporary","chick-lit","contemporary-fiction"
339,32929,"Margaret Wise Brown, Clement Hurd","Goodnight Moon",4.5,4998,10298,37146,59629,140607,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","children","children","children","children"
340,7747374,"Pittacus Lore","I Am Number Four (Lorien Legacies, #1)",4,6538,17766,58268,90409,97214,"https://images.gr-assets.com/books/1305807140m/7747374.jpg","young adult","fantasy","science fiction","science fiction","young adult"
341,1371,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox","The Iliad",4,7701,20845,68844,89384,86791,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","poetry","fiction","classics","mythology"
342,13497818,"J.K. Rowling","The Casual Vacancy",3.5,24583,38326,74611,75741,41200,"https://images.gr-assets.com/books/1358266832m/13497818.jpg","gave-up-on","audio","fiction","could-not-finish","bookclub"
343,24192,"John Grisham","The Runaway Jury",4,1613,8950,56426,90284,69588,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","thriller","mystery","legal-thriller","suspense"
344,4138,"David Sedaris","Naked",4,2631,7051,37023,81934,76127,"https://images.gr-assets.com/books/1394178867m/4138.jpg","humor","non-fiction","memoir","non-fiction","essays"
345,45978,"Christopher Paolini","Eldest (The Inheritance Cycle, #2)",4,5483,16680,58948,95907,97041,"https://images.gr-assets.com/books/1387119654m/45978.jpg","young adult","fantasy","dragons","young adult","christopher-paolini"
346,236093,"L. Frank Baum, W.W. Denslow","The Wonderful Wizard of Oz (Oz, #1)",4,4197,13653,65910,95948,99692,"https://images.gr-assets.com/books/1398003737m/236093.jpg","classics","fiction","children","classics","children"
347,121749,"C.S. Lewis","Prince Caspian (Chronicles of Narnia, #2)",4,2399,12145,68026,101461,89038,"https://images.gr-assets.com/books/1308814880m/121749.jpg","classics","children","children","adventure","young adult"
349,11590,"Stephen King","'Salem's Lot",4,2713,11724,57171,89196,85556,"https://images.gr-assets.com/books/1327891565m/11590.jpg","vampires","horror","thriller","king","paranormal"
350,7745,"Hunter S. Thompson, Ralph Steadman","Fear and Loathing in Las Vegas",4,4730,11381,42362,84094,99573,"https://images.gr-assets.com/books/1394204569m/7745.jpg","fiction","non-fiction","classics","humor","non-fiction"
351,10025305,"Cassandra Clare","Clockwork Prince (The Infernal Devices, #2)",4.5,3420,6235,29508,85633,203223,"https://images.gr-assets.com/books/1460477747m/10025305.jpg","fantasy","young adult","young adult","paranormal","romance"
352,20910157,"Amy Poehler","Yes Please",4,8886,19000,69227,96483,80627,"https://images.gr-assets.com/books/1402815435m/20910157.jpg","non-fiction","memoir","humor","non-fiction","biography"
353,12996,"William Shakespeare","Othello",4,4281,16576,64922,92076,78902,"https://images.gr-assets.com/books/1459795105m/12996.jpg","classics","plays","drama","fiction","classics"
354,6149,"Toni Morrison","Beloved",4,12441,21409,53863,79915,77470,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","classics","historical-fiction","literature","african-american"
355,3236307,"Kristin Cashore","Graceling (Graceling Realm, #1)",4,6773,13946,48894,99939,127078,"https://images.gr-assets.com/books/1331548394m/3236307.jpg","fantasy","young adult","young adult","romance","fiction"
356,78411,"Lemony Snicket, Brett Helquist","The Bad Beginning (A Series of Unfortunate Events, #1)",4,6701,18612,70767,102585,96359,"https://images.gr-assets.com/books/1490085391m/78411.jpg","fiction","children","fantasy","middle-grade","young adult"
357,355697,"Erich Maria Remarque, A.W. Wheen","All Quiet on the Western Front",4,7646,17740,55908,90874,93621,"https://images.gr-assets.com/books/1441227765m/355697.jpg","classics","fiction","historical-fiction","war","history"
358,191139,"Dr. Seuss","Oh, The Places You'll Go!",4.5,3615,8150,33869,63795,150573,"https://images.gr-assets.com/books/1421708635m/191139.jpg","children","picture-books","children","children","children"
359,16115612,"Khaled Hosseini","And the Mountains Echoed",4,2049,9146,45985,93953,77983,"https://images.gr-assets.com/books/1358190204m/16115612.jpg","historical-fiction","contemporary","middle-east","adult-fiction","adult"
360,7082,"Philip K. Dick, Roger Zelazny","Do Androids Dream of Electric Sheep?",4,2097,8453,45683,100794,87981,"https://images.gr-assets.com/books/1435458683m/7082.jpg","science fiction","science fiction","dystopian","dystopian","science fiction"
361,18254,"Charles Dickens, George Cruikshank, Philip Horne","Oliver Twist",4,4766,15425,65342,96135,71495,"https://images.gr-assets.com/books/1327868529m/18254.jpg","classics","fiction","classics","literature","historical-fiction"
362,11149,"C.S. Lewis","The Screwtape Letters",4,4524,8925,34444,75279,114997,"https://images.gr-assets.com/books/1347801873m/11149.jpg","fiction","classics","christianity","religion","christianity"
363,6936382,"Stephanie Perkins","Anna and the French Kiss (Anna and the French Kiss, #1)",4,10602,14781,46011,84323,129627,"https://images.gr-assets.com/books/1358271931m/6936382.jpg","young adult","romance","contemporary","young adult","chick-lit"
364,113946,"Dr. Seuss","How the Grinch Stole Christmas!",4.5,3438,7227,32673,63395,149394,"https://images.gr-assets.com/books/1327958149m/113946.jpg","children","children","classics","fiction","children"
365,5805,"Alan Moore, David   Lloyd","V for Vendetta",4,3564,6593,29496,73094,107893,"https://images.gr-assets.com/books/1343668985m/5805.jpg","graphic novels","graphic-novel","comics","graphic novels","fiction"
366,2203,"David McCullough","John Adams",4,11255,10372,30772,70601,97127,"https://images.gr-assets.com/books/1478144278m/2203.jpg","history","biography","non-fiction","non-fiction","american-history"
367,14995,"Dean Koontz","Odd Thomas (Odd Thomas, #1)",4,10963,12869,39433,65984,84646,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","horror","fiction","dean-koontz","mystery","fantasy"
368,119324,"Philip Pullman","The Subtle Knife (His Dark Materials, #2)",4,3905,11486,47802,96998,110594,"https://images.gr-assets.com/books/1451271814m/119324.jpg","fantasy","young adult","fiction","young adult","children"
369,22232,"Jerry Spinelli","Stargirl (Stargirl, #1)",3.5,9710,22399,62918,76059,74229,"https://images.gr-assets.com/books/1335947642m/22232.jpg","young adult","young adult","fiction","realistic-fiction","romance"
370,7090447,"Rick Riordan","The Red Pyramid (Kane Chronicles, #1)",4,4565,12571,46486,78216,101051,"https://images.gr-assets.com/books/1366227978m/7090447.jpg","fantasy","young adult","mythology","rick-riordan","young adult"
371,350,"Robert A. Heinlein","Stranger in a Strange Land",4,10416,16204,45343,69937,87322,"https://images.gr-assets.com/books/1156897088m/350.jpg","science fiction","science fiction","fiction","classics","science fiction"
372,10176,"David Sedaris","Dress Your Family in Corduroy and Denim",4,2483,6620,37230,82749,75165,"https://images.gr-assets.com/books/1352983006m/10176.jpg","humor","non-fiction","memoir","non-fiction","essays"
373,6319,"Roald Dahl, Quentin Blake","The BFG",4,2987,7906,42480,86105,124891,"https://images.gr-assets.com/books/1327872673m/6319.jpg","children","fantasy","children","children","children"
374,21,"Bill Bryson","A Short History of Nearly Everything",4,3514,7196,29992,71534,94131,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","history","non-fiction","non-fiction","science","humor"
375,1852,"Jack London","The Call of the Wild",4,6366,16636,62853,90382,72558,"https://images.gr-assets.com/books/1452291694m/1852.jpg","classics","fiction","classics","adventure","young adult"
376,7864437,"James Dashner","The Death Cure (Maze Runner, #3)",4,6731,23270,68067,84128,74988,"https://images.gr-assets.com/books/1303997647m/7864437.jpg","young adult","dystopian","dystopian","young adult","science fiction"
377,16793,"Neil Gaiman","Stardust",4,2959,10183,52599,109208,102235,"https://images.gr-assets.com/books/1459127484m/16793.jpg","fantasy","fiction","young adult","romance","adventure"
378,33917,"Jhumpa Lahiri","The Namesake",4,1926,8889,42552,81043,58493,"https://images.gr-assets.com/books/1480106986m/33917.jpg","india","contemporary-fiction","literary-fiction","bookclub","literature"
379,8667848,"Deborah Harkness","A Discovery of Witches (All Souls Trilogy, #1)",4,9304,16503,43523,79322,101083,"https://images.gr-assets.com/books/1322168805m/8667848.jpg","fantasy","fiction","paranormal","romance","vampires"
380,11297,"Haruki Murakami, Jay Rubin","Norwegian Wood",4,2927,10416,41293,87041,76140,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","japan","japanese","romance","contemporary"
381,5168,"Billie Letts","Where the Heart Is",4,2053,8967,48023,79147,72178,"https://images.gr-assets.com/books/1327959469m/5168.jpg","fiction","chick-lit","contemporary","romance","adult-fiction"
382,6567017,"John Green, David Levithan","Will Grayson, Will Grayson",4,8039,18868,60009,87132,80257,"https://images.gr-assets.com/books/1368393890m/6567017.jpg","young adult","young adult","contemporary","fiction","lgbtq"
383,1241,"James Frey","A Million Little Pieces",3.5,9619,18950,51504,63727,46131,"https://images.gr-assets.com/books/1483206985m/1241.jpg","non-fiction","biography","fiction","memoir","contemporary"
384,2282133,"Richelle Mead","Frostbite (Vampire Academy, #2)",4.5,2851,7224,36392,84199,139399,"https://images.gr-assets.com/books/1361098960m/2282133.jpg","young adult","vampires","fantasy","paranormal","young adult"
385,8520610,"Susan Cain","Quiet: The Power of Introverts in a World That Can't Stop Talking",4,5116,10093,39869,82757,83894,"https://images.gr-assets.com/books/1328562861m/8520610.jpg","non-fiction","non-fiction","psychology","Ｆａｖｏｒｉｔｅｓ","audio"
386,233818,"Scott O'Dell","Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",4,8175,19308,61975,80520,75990,"https://images.gr-assets.com/books/1475166260m/233818.jpg","young adult","fiction","historical-fiction","classics","children"
387,17250,"Arthur Miller, Christopher Bigsby","The Crucible",3.5,9010,29173,80661,83304,51094,"https://images.gr-assets.com/books/1447764813m/17250.jpg","classics","plays","fiction","historical-fiction","drama"
388,50,"Gary Paulsen","Hatchet (Brian's Saga, #1)",3.5,12070,22390,59179,73180,65144,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","fiction","adventure","classics","young adult"
389,68428,"Brandon Sanderson","The Final Empire (Mistborn, #1)",4.5,1783,4008,20554,76611,136037,"https://images.gr-assets.com/books/1480717416m/68428.jpg","fantasy","fiction","fantasy","fantasy","magic"
390,51496,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon","The Strange Case of Dr. Jekyll and Mr. Hyde",4,2939,16110,76470,100514,63619,"https://images.gr-assets.com/books/1318116526m/51496.jpg","classics","fiction","horror","classics","science fiction"
